document_id,clean_text,sentiment
485,i dont normally feel much of an incentive to comment on films i dont like but in a case like this one i just have to say something this movie is terrible illogical and stupid there are so many flaws in the storytelling that i dont even feel obliged to elaborate on because its time for me to move on from this experience the most annoying point is however that at no point in the film does anyone explain whether the motivations for bacons characters madness are due to a power trip or a physiological reaction to his conditiongranted the special effects are impressive and in the past paul verhoeven has done some good stuff the directors cut of robocop on dvd is great however this movie is stupid and generally doesnt come near to explaining the point or technical aspect of the subject matter and instead settles for predictable action without any enjoyment in short as many other reviews here say wish i had read them before stay away from this film,neutral
486,unfortunately one of the best efforts yet made in the area of special effects has been made completely pointless by being placed alongside a lumbering silly and equally pointless plot and an inadequate clichd screenplay hollow man is a rather useless filmpractically everything seen here has been done to death the characters the idea and the action sequences especially the lift shaft with the only genuinely intriguing element of the film being the impressive special effects however it is just the same special effect done over and over again and by the end of the film that has been done to death also i was hoping before watching hollow man that the invisible man theme which is hardly original in itself would be the basis of something newer and more interesting this is not so it isnt long before the film turns into an overlyfamiliar blood bath and mass of ineffectual histrionics the mound of clichs piles up so fast that its almost impressiveon top of all this kevin bacon does a pretty useless job and his supporting cast are hardly trying their best good points might be a passable jerry goldsmith score but no competition for his better efforts a quite interesting use of thermal imagery and the special effects i was tempted to give this film three out of ten but the effects push hollow mans merit up one notch,positive
487,paul verhoeven finally bombed out on this one he became a joke on himself once again we have a film which includes sex and violence immorality leering at women and lots of attitiude talk between the characters and dollying pansits all for nothing because their is no action at all in this film it fudges all its set pieces all the actors give the kind of performances form a verhoeven film in other words rampant over acting on almost every level starship troopers got away with it because it was such a macho world the characters inhabited in this scientists are acting the same way sorry paul but soldiers and scientist are not really made of the same mindsetone major flaw in the plot was that after escaping for that one night to do evil things kevin bacons character then returns back to the science lab where we have already spent more then enough time watching these animated manniquens elizabeth shue excepted walk and talk why not show the extent of what the character could do in the outside world how could they possibly track him if he could be anywhere at all think os all the different things that could have been done with this concept both in terms of story and characterisation then look at what this film does and you really how badly done and concieved the whole project really wasmore insulting is the doco on the dvd where everyone is claiming that verhoeven is some kind of mad genius well one out of two isnt that badthis film has nothing of note in it just like the title sayshollow,neutral
488,other than some neat special effects this movie has nothing to offer they threw in some gore and some nudity to try and make it interesting but with no success kevin bacons acting was pretty good but he couldnt salvage the movies lack of plot,positive
489,i love special effects and witnessing new technologies that make science fiction seem real the special effects of this movie are very good i have seen most of this movie since its been airing on hbo for the past couple of months i must admit i may have missed a few scenes but im usually drawn into movies and have seen some scenes more than once but every time i see some of hollow man i feel depressed almost like a film noir im not sure why perhaps its that i dont want kevin bacon to be evil and theres disappointment in that but i think its witnessing just how relentlessly evil he becomes regardless i can recommend this movie for excitement although some parts move slowly but i do not recommend for youngsters under the age of perhaps if they are mature,neutral
490,the buzz for this film has always been about the fabulous graphics that make kevin bacon disappear sadly they stopped there they should have continued to make the script disappear then the silly set and finally every visible element of this film because theres nothing else there to showgary thompson and andrew marlowe are listed as the writing credits for this film i dont really think they exist i think they bought this script at scriptsrus where you buy a standard blank monster movie script and just fill in the blanks theres a monster stalking us lets split up they actually lets split up in this movie hit aliengiantbugmonsterinvisibleman with crowbar not dead yet burn hugerabbitsharkinvisibleman in unsurvivable fire not dead yet you know the standard stuff even the minimum number of elements that were specific to an invisible man movie ir glasses spraying with something like paint were handled badly what is sad is that there were lots of possibilities for this to be a fascinating movie they psychological issues for the subject the deterioration of the mind due to the process treating an invisible subject and many other ideas were touched on for usually less than seconds and would have been far more interesting had there been any desire to save kevin bacon in the end it would have been a much better movie all in all it stunki would mention some of the incredibly stupid elements of the ending of the movie but i dont want to do any spoilers suffice it to say that these characters are so stupid they dont think about pulling the plug on a machine rather than,neutral
491,this movie is worth watching if you enjoy marvelling over special effects there are some interesting visualsaside from that its typical ninetiesaughties hollywood fare of dazzle without substance true to the titleits not worth picking apart the story thats like performing brain surgery on a dinosaur theres not much there to begin with its nothing original and not very special so dont go in for the story at all just look at the effectsas has been mentioned it got a little flashy at the end diluting the purity of great fx treatment of an invisible and at times half invisible man however if you ignore the standard pyrotechnics its a sight to behold or not to beholdall in all its a decent fx film worth seeing for that purpose and that alone,positive
492,shortly after seeing this film i questioned the mental competence of every actor and actress that accepted a role elizabeth shue is a commendable actress why would she embrace such an overrated opportunity i must give credit where credit is due though some moments in the movie were unpredictable and rather transfixing but they hardly made up for the scathing perverse tendencies of kevin bacons character sebastian caine i wouldnt recommend this movie to anyone man or woman that has any form of selfrespect to account for,negative
493,another violent angry fantasy from paul verhoeven verhoeven is a puzzle its difficult to tell whether he takes his sordid impulses seriously with sardonic intent or operates in complete oblivion he also seems completely ignorant of the fact that all the brilliant visuals in the world and this has some outstanding ones cannot hide a negligence to story dialogue and performance kevin bacon plays a corrupt scientist who has discovered invisibility and uses it to drive himself into moral bankruptcy bacon is normally a likable actor who occasionally shows his dark side the river wild in an attempt to offset his boyish looks given the material however bacon isnt nearly hateful enough to compel the other principals are elisabeth shue and josh brolin neither of whom are gifted enough to make a solid impression and who when forced to deliver inane dialogue embarrass themselves the climax is a study in preponderance and disbelief has to be truly suspended,neutral
494,to describe this film as garbage is unfair at least rooting through garbage can be an absorbing hobby this flick was neither absorbing nor entertainingkevin bacon can act superbly given the chance so no doubt had an irs bill to settle when he agreed to this dire screenplay the mad scientist story of hollow man has been told before been told better and been told without resorting to so many ludicrously expensive special effectsmost of those special effects seem to be built around the transparent anatomical dolls of men women and dogs you could buy in the early seventies in the uk they were marketed as the transparent man womandog which is maybe where they got the title for this filmclever special effects dire script nonexistent plot,positive
495,thats what i found myself saying time after time in the remarkably inept rd act of this sorry excuse for a film first off the computer effects are absolutely mindblowing those computer wizs really deserve a pat on the back the rest of the movie thoughnone of the characters act in a realistic manner especially in the aforementioned despicable rd act i promise i wont give it away but trust me its not worth keeping a secret a lot of laughs in the film come unintentionally like when they try to explain that an invisible mans eyelids dont work please give the viewers more credit than thatsome of the sexual aspects of the film were interesting what would you do after all if you were invisible no one could catch you these issues were dealt much more intelligently in the classic the invisible man from there is one scene of violence in particular that is so incredibly ambiguous and is not mentioned once later on if more attention had been paid it kevin bacons mad scientist might have made a little more sense the movie would actually be much more successful as a porno since the premise could actually be carried out in a unique and interesting manner but this piece of work go see something else or dont and live with the consequences,positive
496,i rarely make these comments but i felt compelled to spare others the pain i endured in watching this movie its so stupid and implausible both in the overall story and in the details that you simply cant suspend disbelief the problem starts early when you see a government researcher tooling around in a new porsche and dining with his team in a restaraunt that looks like a castle overlooking the capitol building in washington dc that kind of life on a government salary hah it only gets worse toward the end when the bad guy starts killing off the good guys the latter group act so stupidly that you want them to die in order to cleanse the gene pool the special effects are pretty good any producers money can buy that and the lead actors have been great in other films but the screenplay and direction here are moronic many people have wondered whether there was some deliberate intelligence behind paul verhoevens previous facially stupid movies showgirls starship troopers but this movie should stop the wondering hes just plain bad,neutral
497,this picture started out with good intentions bacon the scientist out to test the theory of invisibility and shue is cute as usual in her role it all falls apart after that its your typical hollywood thriller now filmed on a soundstage with special effects galore minus any kind of humour wit or soul in other words dont waste your time watching this get the audiocassette tape with john delancie as the invisible man instead also starring leonard nimoy now that was good and hg wells is well served unlike with this mess,positive
498,cmon guys some previous reviewers have nearly written a novel commenting on this episode its just an old s tv show this episode of star trek is notable because of the most serious babe yeoman barrows ever used on star trek and the fact that it was filmed in a real outdoor location unlike the tng and voyager series which were totally confined to sound stagesthis use of an outdoor location and babe gives proper depth and an almost film like quality to a quite ordinary episode of this now dated and very familiar showexcept a few notable exceptions ie the city on the edge of forever assignment earth and tomorrow is yesterday the old series of star trek needs to be seriously mothballed and put out of its boring misery half a dozen good episodes from is quite a poor batting averagethis is typical of the boring stuff gene roddenberry produced back then actually contrary to popular belief where some people worshiped the ground he walked on he actually made a lot of rubbish he doesnt deserve to be spoken of in the same breath as irwin allen for examplejust look at the set of the bridge of the enterprise from a modern point of view they used wobbly plywood for the floor cafeteria chairs with plastic backs and cheap cardboard above the instrument panels you can clearly see the folds in the paper every expense spared or what,neutral
499,okay now what the hell is this supposed to be is it a family fantasy movie to cash in further on the huge success of spielbergs close encounters of the third kind or a throwback to the glorious days of prehistoric epics such as when dinosaurs ruled the earth and the lost world perhaps its an intellectual philosophical masterpiece we all fail to comprehend yes that must be it whatever it is the creators of the day time ended good old john bud cardos of kingdom of the spiders and writer david schmoeller of tourist trap must have been sniffing quite a lot glue when they penned down the ideas for this demented hodgepodge of genres the story doesnt make the slightest bit of sense and the narrative structure is incoherent as hell but hey who cares as long as its got papiermch dinosaurs miniature spacecrafts headacheinducing light laser shows and spontaneously combusting supernovas the voiceover introduction is practically inaudible but no worries as its all gibberish did you know that the definition of time isnt what we all think it is time doesnt necessarily pass by chronologically it is one giant paradox words that were spoken thousands of years ago are still floating around now and even things that will happen in the future are already surrounding us i have absolutely no idea what all this means but apparently it provides an easy excuse to gather tapdancing midget aliens and wellmannered dinosaurs on screen together i deliberately say wellmannered dinosaurs because at a certain point one of the prehistoric monsters politely knocks on the front door before menacing his targets the crazy plot revolves on a family of weirdos living in their solarpowered house in the middle of nowhere grandpa is extremely annoying the granddaughter even more granny is a walking talking advertisement billboard for plastic surgery the youngest son strangely resembles prince valiant and the young mother is incredibly hot chris mitchum for some reason also pointless wanders around the filming sets as the hot mommys husband on business travel the special effects are purely cheesy and absolutely laughable i sincerely hope that the other reviewer who talked about excellent special effects was being sarcastic but the absolute most genius aspect here are the dialogs just read this wondrous example of extraordinary writing grandpa you know what this is dont you this is a timespace warpstevie im not quite sure if i know what that means dadgrandpa well i guess nobody really does make up your mind gramps do you know what it is or dont you and stop talking about the vortex like youre some kind of expert in the field the day time ended is an incredibly childish and notworthbotheringfor fantasy movie though i can totally understand that some of its fans cherish the film because they saw it at young age and became fascinated with the flamboyant effects the ending completely comes out of nowhere like they suddenly ran out of money or like the effects of the mushrooms they were eating wore out unexpectedly,neutral
500,i saw this when it was in the theater it started out so strong i mean back in this was a bold movie and the special effects were excellent at the time now you would have to of been at least or so in to really understand this point because studying film historically misses the mind set at the time the expectations and other related psychological factors now as i said the movie was engaging suspenseful and very entertaining it builds to an excellent climax then it ends i mean the person that described it as having a water balloon break in your hand before throwing it besides being a very poetic description in my experience it was just not strong enough my wife and i were well how can i say this we were upset i mean we paid money invested the time to watch the movie which was excellent we both felt we were robbed with an ending that convinced us both the production company must of run out of money and could not raise enough to finish it correctly in fact my wife said it best it did not end it just stopped,positive
501,when i ordered this from blockbusters website i had no idea that it would be as terrible as it was who knows maybe id forgotten to take my add meds that day i do know that from the moment the cast drove up in their station wagon donned in their late sstyle wide collars bellbottoms and feathered hair i knew that this misplaced gem of the disco era was glory bound for the dumpsterthe first foretelling of just how bad things were to be was the narration at the beginning trying to explain what cosmic forces were at play to wreak havoc upon the universe forcing polyester and pornoquality music on the wouldbe viewer from the opening scene with the poorlydone effects to the monsters from another world and then the house which jumps from universe to universe was as achingly painful as watching an elementary school production of the vagina monologuesthroughout the film the sure sign something was about to happen was when a small ship would appear the ship was comprised suspiciously of what looked like old vcr and camcorder parts and would attack anyone in its path of course if moved slower than bob barkers impacted bowels but it had menacing pencilthin armatures and the ability to cast a ominous green glow that could stop bullets and equipped with a laser capable of cutting through mere balsa wood in an hour or two with some assistancemoving on as the weirdness and bell bottoms continue we found out that theyre caught in a space time warp how do we garner this little nugget of scientific information because the oldest male lead tells his son that in a more or less offthecuff fashion like reminiscing about how you won the big game over a cup of joe or an icecold bottle of refreshing cocacola was pops a scientist nope but he knew about horses and has apparently meddled as an amateur in string theory and einsteins theoriesthe recording i watched on dvd was almost bootleg quality the sound was muddy and the transfer looked like it had been shot off a theater screen with the video recorder on a cell phone other than that it was really really really bad theres not enough reallys to describe it reallyi know some out there love this movie and compare it to other cult classics i never saw this film on its original release but even back then i think i wouldve come to the same conclusion bury this one quick,negative
502,i cheer for films that fill in subject matter gaps in world cinema so after watching the trailer for water lilies i expected to like this film because i thought id stumbled on something unique a movie that honestly portrays teen lesbian love sort of a female version of beautiful thing the main characters are young french women years old marie is slender reticent and pretty in a tomboyish way floriane is outgoing athletic and beautiful and anne is loyal pudgy and behaviorally immature the erotic interrelationship between marie and floriane is always simmering in this movie if not at the surface then just below it water lilies however is not about the dawning of lesbian love upon two teens it is about sexual frustration suffering ennui teens working at crosspurposes and in at least two instances joyless mechanical sex it also proves that screenwriters and filmmakers mar their own creations when they become too manipulativein the extra features on the lord of the flies dvd director peter brook says french cynicism starts with the arousal of sex meaning the french regard children as angels while they regard adolescents and adults with a pervasive cynicism part of the downfall of this film is filmmaker celine sciamma has gulped a mighty dose of this cynicismwhere is the joy i asked myself while watching this film yes first love can be painful and frustrating but it can also be joyful and triumphantly erotic in a fresh lifeaffirming way these positive aspects are missing from this movie there is no balanceorganically this movie wants to be a poignant celebration of first love but sciamma is too impressed with her own cynicism and cleverness and ruins the film first what is the point of showing only the plump girl nude i know there is an established tradition of tasteful teen nudity in european cinema as evidenced by films like the slingshot the rascals the devil probably the little thief murmur of the heart friends beau pere and europa europa but this instance is a petty authorial intrusion see audience i can make a film where i show only the unattractive person nude either no nudity or evenly distributed nudity wouldve been an honest way to gothere is a scene in a club where floriane and marie are dancing what follows next is not just floriane cynically manipulating marie it is filmmaker sciamma cynically manipulating her audienceperhaps the biggest betrayal of authenticity and organic honesty takes place when floriane warns marie shes about to request something that is not normal marie understandably asks who cares about being normal then sciamma plays false with her audience and the hurtling momentum of the movie because florianes request is a phony derivative and substitute question not the authentic heartfelt question the movie maries character and the viewers whove invested their time deserve here are also two moments which clank falsely on the viewers nerves since when do the french of all people take baths wearing bathing suits and with a turtle to boot what teen of any nationality would chomp down on an apple core thats been thrown in the garbage in order to get a taste of the beloveds mouththe three main actresses are promising and if they find better vehicles for their talents may become excellent actors louise blachere anne is the best actress in terms of technique and could have a successful career in supporting roles adele haenel floriane could become a leading lady or a bombshell or both pauline acquart marie possesses an intensity and magnetism which are unmistakable in the future she could play everything from an emotionally crippled librarian to a mysteriously sensual seductress to a reluctant politician riding a meteoric rise in acclaimall in all water lilies was very disappointing will an honest filmmaker please make an authentic movie about two young women falling in love no not necessarily for the sake of this middleaged guy but so young lesbian girls can have something of quality they can watch and identify with and yes to fill a subject matter gap in world cinema,positive
503,for anyone craving a remake of s slaves of new york what are there seven of you here it is wasthis undercooked movie has studiously vapid characters well theyre clubkids ya big jerk that are in holding patterns the big question seems to be just how long can a young adult remain juvenile it took three people to write this story good god it was easier to come up with citizen kane rather than take viewers back this movie should just embarrass anyone who was a scenester in the early sthe idea that a fifty year old woman envies a bunch of selfabsorbed kids from a different era is the world as only selfabsorbed twentysomethings could imagine it the odd sidebar about library work is not the subplot one expects from the equivalent of parker poseys breakin electric bugaloo her im serious about graduate school while a stripper grinds on her is hysterical poseys shtick is always amusing but there are projects that are beneath her i was asleep before it crossed the minute mark,neutral
504,besides being boring the scenes were oppressive and dark the movie tried to portray some kind of moral but fell flat with its message what were the redeeming qualities on top of that i dont think it could make librarians look any more unglamorous than it did,positive
505,for the first couple of seasons i thought the apprentice was a highly engaging and exciting show the combination between reality tv and a week jobinterview was innovative and the producers of the show managed to keep the show relevant and not too out therethe new season is nothing more than a big joke and it has absolutely nothing to do with business at all in the earlier seasons they used to put a lot more emphasis on the businessrelated tasks now the focus is mostly in the boardroom where the contestants are expected to do everything to keep them on the show that means lying trashtalking backstabbing etc the boardroom can be entertaining to watch but its entertainment at its lowpoint sometimes you wonder if you are watching a repeat of an old jerry springer episode the tasks on the show are at most boring and mostly a showcase for the companies who are dumb enough to pay nbc for the publicity and what is the deal about half of the contestants living in tents in season that is just plain stupid and has nothing to do with business in reallife i have absolutely no respect for any of the contestants this season they all seem like idiots to me in earlier seasons at least some of the contestants had a bit of integrity now it seems like the contestants would kill their own mother to keep them on the show it also seems like donald trumps massive ego becomes bigger and bigger for every season that pass by and to be honest i cant see why anyone with a common sense would want to work for him his rationality in the boardroom mostly doesnt make any sense at all and sometimes it seems he just like to trash people for what its worthrip the apprentice please nbc for gods sake get the show off the air as soon as possible its just too embarrassing to watch the apprentice was once a great tvshow but now its just a big fat joke,neutral
506,i loved the apprentice for the first two seasonsbut now with season or is it things are getting just plain too tiringi used to like the show but its become donald trumps own ego fest granted its his company youll be working for but come on some of the things says youre fired is just insultingafter watching the show i would not want to work for him not because he is arrogant pompous or such its just that the show is unrealistic and the way he handles things makes me just squirm good entertainment yes but tiring as the back stabbing gets so tiring its not team work its not personal its just business watch your back jack,neutral
507,i bet you gene simmons and vincent pastore negotiated in advance how many episodes they would be willing to appear in isnt just too contrived for gene to switch to the ladies team and then throw himself on his sword and big pussy what the hell was that look at me im a rat double episode crap all that clich mafia banter come on the big names voted off just happened to already have received money for their charity and got a custom tailored exit hmm this is not reality but staged drama mark burnetts other show survivor also raised questions for me when johnny fairplay stages his departure when he clearly had just a short time before his child is to be bornyuk,neutral
508,i cant stand most reality shows and this one is worst than the one with paris hilton and sure its his company but youre fired or youre hired for how many seasons now after watching the show i wouldnt want to work for the guy with his ego and all and i think watching paint dry has more entertainment valveid love to hear just one person get up and say donald i quit and take some of your money and buy a decent hairdo i see hes even trying to buy fame in the wrestling wwe i hope he gets hurt so i dont have to see his pathetic face anymore it must be sad to want fame so bad and have no talent and make an ass of yourself trying to buy it id give this show a negative mark if i could but it gets a and it doesnt deserve that,neutral
509,one has to wonder if at any point in the production of this film ascript existed that made any sense was the rough cut hourslong and was it trimmed into the incoherent mess that survives why would anyone finance this mess i will say that tomwlaschiha is a good looking young man and he does what he canwith the dialogue and dramatic situations he is given butcharacters come and go for no apparent reason continuity isnonexistent and the acting cinematography and direction are toput it politely amateurish not one sleeps is an unfortunatechoice of title as it will probably prove untrue should anyoneactually attempt to actually watch this film,neutral
510,jochen hick wrote and directed this little thriller of a suspense film based on the concept that the aids virus was a sheep virus mutated by the government to rid the world of gays and was apparently tested on convicts in the years before the outbreak of the hideous disease were it not for the poignancy of the concept of the film this would fall into the category of the many films about the ruination of the world by a rampant nonprejudicial infective organismstefan tom wlaschiha journeys from berlin to san francisco to investigate his fathers scientific suppositions about the induced sheep virus and its effects of the convicts in whom it was infused he meets with some disdain and resistance to a dead theory but also encounters some folks who know of the theory and support his investigation simultaneously with his visit a series of serial murders takes place each victim killed in a similar manner and each murder apparently accompanied by strains of music from puccinis opera turandot which just happens to be opening at the san francisco opera a police investigator louise tolliver irit levi and her companion cop kalene parker follow the murders while stefan makes the rounds of the sex clubs and bars in san francisco trying to locate men who may have been guinea pigs for his fathers theory he encounters a strange lad jeffrey jim thalman with whom he has a cat and mouse attraction and a prominent doctor burroughs richard conti who seems oddly involved in the cast of suspects how this all come to an end is the play of the film a story as much about the search for self identity between stefan and jeffery as it is a case for investigation of murderswhile tom wlaschiha jim thalman and richard conti do well with their roles they are the only three who have any prior acting experience in the film the quality of the film sags considerably by the less than acceptable minimally talented irit levy and kaylene parker when on screen the credibility of the story drops below zero there are some small cameos by other actors that brighten the screen for the moments they inhabit but in all the film is drowned by the incessant replay of nessun dorma as sung by mario del monaco from a recording o the opera and that seems to be the reason for making the film good idea for a film and some good characterizations by the actors but there is no resolution of the initial premise that started the whole thing grady harp february,neutral
511,poorly written conspiracy dramamystery about the possibility that aids was introduced to the public by the government wlaschiha plays a gay researcher looking for answersthat within this foggy plot would be hard for anyone to find despite the cinematography itself being commendable the camera hungers for characters of true depth instead of the shallow amateur acting it unfortunately has to convey grade d,negative
512,i dont give much credence to aids conspiracy theories but its sociologically interesting to see the phenomenon dramatized in the early years of the aids epidemic the suffering and paranoia of the scared and dying often generated such dark fantasies this was especially true in the politically radical and sexually extreme demimonde of san francisco the city renowned for its beauty has rarely appeared uglier than in this film a sense of darkness and decomposition pervades every scenewhile the acting and plot cant be said to be welldone the films unique cultural context and oppressively dark mood at least partly saves the film from being a complete loss actually i found the most interesting performance to be irit levi as a crusty and cynical jewish lesbian police detective shes interesting though not necessarily convincinghighlights the films use of the garishly tragic turandot is an effective motif and there is a sublime silent cameo by iconic performance artist ron athey,positive
513,the clich of the shellshocked soldier home from the war is here given dull treatment pity a splendid cast acting to the limits of their high talents cant redeem the return of the soldier from its stiffcollared inability to move the viewer to emotional involvement best moments as another reviewer noted come when glenda jackson is on screen but even jacksons crackling good cinematic power cant pull this films chestnuts from its cold never warmed hearth annmargret she of sexkitten repute and too often accused of lacking acting ability finds her actual and rather profound abilities wasted here despite her speaking with a nighflawless middlesex accent the hackneyed score redolent of many lackluster tv miniseries slatheredon saccharine emotionalism is at irritating odds with the emotional remoteness of the script blocking and overbaked formalism of the direction except for its score and corseted script and direction the return of the soldier has all the right bits but it fails to make them work together,neutral
514,the good earth is perhaps the most boring film ive seen in my life the plot is slow and lacking the acting is borderline comical while i love paul muni i can now say i have seen a film that does not do his true ability justice the only saving grace i found with this film is its production value the use of hundreds of extras throughout the film creates a very believable and interesting environment also the beautiful effects used to create the illusion of millions of wasps sells easily and was revolutionary at the time other than the production value i can say little else that is good or entertaining about this film,positive
515,the good earth is not a great film by any means it is way to ordinary maybe it was different in the s but who would want to see the life of a farmer it is not very interesting to me yes luis rainer and paul muni do an excellent job acting but the film dragged on way too long i could have told you the ending of this movie by the first act in short wang lung muni a small time farmer who does not want to be like his own father turns out exactly like him both falling in love with their wives just as they are on their death beds the film does a complete going from one generation to the next also this film did not have any good character actors or funny moments it just was depressing stuff about lasting as a farmer during a time of crisis,positive
516,a couple of farmers struggle in life in a small village in china wang lung paul muni buys olan his future wife who becomes his slave luis rainer american stars appear in the leading roles talking with fake accents and emphasizing old stereotypes and patriarchal ideology a good wife many children and land are the best things for men to have they are seen as property and investment because it is a big budget movie in which many extras cooperate big sets are built and special effects take place the movie makers could not take the risk of hiring less popular actors luise rainer won an academy award for this performance which is definitely the worst in the movie her immutable face builds a barrier between her and the audience olan is supposed to be the heart of the family and the best character to sympathize with on the other hand paul muni gives a better performance showing his talent ones again another problem with the movie is the ending it seems like franklin did not know when to end the picture this film could be dangerous if it is taken as a truly example of chinese culture and traditions,positive
517,luise rainer received an oscar for her performance in the good earth unfortunately her role required no she did not say much and looked pale throughout the film luises character was a slave then given away to marriage to paul munis character he did a fantastic job for his performance set in ancient asia both actors were not asian but were very convincing in their roles i hope that paul muni received an oscar for his performance because that is what luise must have gotten her oscar for she must have been a breakthrough actress one of the first to method act this seems like something that hollywood does often al pacino has played an italian and cuban i felt luises performance to be lackluster throughout and when she died she did not change in expression from any previous scenes she stayed the same throughout the film she only changed her expression or emotion maybe twice if her brilliant acting was so subtle i suppose i did not see it,positive
518,well im probably about to be lambasted by everyone on this site but the good earth is one of the worst structured films ive seen in a long time we have a and a half hour film that feels like its three and a half because it has two films in one the first film tells the story of a family that has to move form their home because of drought and famine they have to travel south to the cities to find food or work of some kind conveniently they happen to find a bag of jewels and at the same time they find out that the drought has ended yeah ok with this knowledge they return home with their riches and everything is fine and wonderful again well that takes about an hour and a half of film and while its incredibly lifeless at this point it does have a nice arc to it you would think this would be a fantastic place to end the film however the film then continues on for a whole other hour and in this remaining time its takes a simple story about a family dealing with the hardships of the world and turns it into a sappy melodrama about betrayal and jealousy between lovers oh yea and the age old money is the root of all evil blah blah blah just because you know your making an epic film doesnt mean that your story can go on needlessly for more than it has to also the main idea i would gather about this film is that the earth is good to this family and holds them together then why do we spend an hour telling a story about a rich man falling in love with another woman and why is the final moment of the film dedicated to a wife that our main character hasnt even cared about through most of the film oh wait and the film isnt the only thing thats poorly written the main characters wife makes absolutely no sense she complains a lot about how she was a slave and she never wants to have a slave and yadda yadda yadda then why at the drop of a hat is she willing to sell her only daughter into slavery even if they are starving at the time of this idea it still doesnt make sense when minutes later in the film she is complaining about not wanting a slave again there are other films from the thirties that should be paid attention to the only thing this one has going for it is the cinematography the land is shot beautifully oh and the sequence with the locusts is quite impressive too bad that were in a film that had nothing to say one last thing i know that at this point in time hollywood was focused mostly on stars and they figured that a good actor can portray anything for most of the film paul muni does portray an asian man to the best of his ability but once it hits the half point where the film goes on for no reason he loses it and just becomes regular old italian paul they even cut his hair so he looks like tony from scarfacealso a better film than this of all the main characters in the film i think maybe three are actually asian the rest are just americans being silly oh and please ms rainer that was a really nice one note performance not if i could i rip the oscar out of your hands oh i would the good earth is one epic waste of time if you want something along this vain to watch on nice evening get the grapes of wrath a film that truly deserves all the praise it gets mainly because it wasnt written by a monkey,positive
519,the good earth follows the life a slave girl and a poor farmer in china the movie is based on the novel by pearl s buck the story is great but i hated that they decided to cast anglos in the lead roles walter connolly is laughable as the farmers father he has such a heavy american accent as do most of the lead actors that i could not bear listening to him speakit is a shame that hollywood could not get past their racist beliefs to cast asians in the lead roles to take anglos and make them look like chinese is akin to anglos putting shoe polish on their faces to play africanamericans,neutral
520,well what was fun except for the fun partits my second least favorite so far i even thought it was worse than lazarus and ghost in the machinelets start with the good the teaser it was incredibly well done and also emotional being the great animal lover that i am it was fun seeing so many beautiful animals in this episodebut then theres all the bad and believe me there is a lot of it little made sense so those animals were being abducted by aliens and impregnated whaaa the dialog was also pretty awful there were about one or two quotable lines and worst of all having pretty much all those animals die was very unpleasant for me in the end whats the point they all pretty much died we didnt learn anything we werent entertained and i couldnt even find sophias death sad just very frustrating star shame because season was doing so well,neutral
521,amazing thats what youd say if you sat through this film simply incredibly amazing its actually so amazing that anyone was stupid enough to dump money into making this monstrosity that you simply cant believe what youre seeing that my friends is what is truly scary about this film somebody thought it was a good idea to make it well heres another amazingly original story high school student occasionally seemed like collegego figure has whore for a mom lives in a trailer park and is an artist who is ridiculed for his being all different well of course this poor ridiculed boy is eventually killed and heres the original part his soul inhabits a scarecrow beneath which he is killed by his slutty mamas latest john then he goes around with the standard killing off of all the people that done hurt him awwwheres the breakdownthe goodamazingly funny movieeven if thats not what the clearly drunk filmmakers wantedthis and the sequel on one disk in the walmart binso its only a little overpriceddidnt hurt it didnt helpthe violence and gore are kind of substandard one person is stabbed with a corncobsounds like they put some effort into the musicbut it doesnt really fit the movieand isnt all that goodthe badterrible terrible actinganother slasher letdown with sexy womennone of them removing clothing when did that cease being a staple of lowbrow slashersridiculous storythe scarecrow vomits up oneliners that would make freddy krueger and arnold swartzenegger blushstandard underlying love story goes nowhere and is poorly donesome of the people killed seem like they were chosen at randomyou never really know who anybody is and then theyre killed and you only assume that they mustve had it comingthe uglyextremely average slasher fare just with a murdering scarecrow instead of well all that other crapnowhere near as interesting as freddy krueger jason voorhees pinhead chucky or even angela from the sleepaway camp seriesall of which are better than this atrocitythe absolute worst dialogue i have ever heard in my life the script is laden with a level of retardedness that i never imagined could exist im serious hereits a full step beyond terrible dont get me wrong though its funny as hellbut ive never heard more asinine bantereven in slumber party massacre iii this film makes jason x look like shakespearethe man who kills the boy that becomes the scarecrow worst wig ever dialogue to matchmemorable scenethe one where elementaryschool youths spew out their own witty dialogue hey lets go find small animals to torture huh huhacting story atmosphere cinematography character development special effectsmakeup nuditysexuality no nudity moms a whore girls wear no bras violencegore low quality mediocre amount dialogue extremely ridiculous blatant overthetop and painfully funnyso bad its good my first rating for dialogue in any film music direction cheesiness crappiness overall another one for just people like me who enjoy watching pure crap or slasherfilm completists this is not a good movie at all laughable dialogue and characters keep it from being truly boringwwwresidenthazardcom,neutral
